"times","east","north"
2010.3107,0.521941,0.169894
2010.3135,0.522165,0.17075
2010.3162,0.52208,0.17047
2010.319,0.523071,0.170604
2010.3217,0.523888,0.170065
2010.3244,0.522688,0.169134
2010.3272,0.521734,0.169166
2010.3299,0.522688,0.170011
2010.3326,0.521969,0.171956
2010.3354,0.522086,0.169349
2010.3381,0.522631,0.171191
2010.3409,0.52234,0.169768
2010.3436,0.522252,0.17055
2010.3463,0.522673,0.170326
2010.3491,0.524055,0.171646
2010.3518,0.523934,0.169569
2010.3546,0.52421,0.171257
2010.3573,0.524555,0.171712
2010.36,0.522277,0.171046
2010.3628,0.520573,0.169477
2010.3655,0.522082,0.170468
2010.3682,0.522609,0.170772
2010.371,0.522342,0.170649
2010.3737,0.522778,0.168505
2010.3765,0.524334,0.167696
2010.3792,0.522403,0.16968
2010.3819,0.522346,0.167442
2010.3847,0.524263,0.171097
2010.3874,0.522113,0.170493
2010.3901,0.524192,0.170109
2010.3929,0.524379,0.169945
2010.3956,0.524801,0.170504
2010.3984,0.522742,0.170693
2010.4011,0.528405,0.1726
2010.4038,0.521028,0.170145
2010.4066,0.524107,0.169304
2010.4093,0.523688,0.170573
2010.412,0.522927,0.170446
2010.4148,0.523279,0.168197
2010.4175,0.523106,0.170264
2010.4203,0.523789,0.170528
2010.423,0.52322,0.169304
2010.4257,0.521377,0.170212
2010.4285,0.522332,0.171199
2010.4312,0.521763,0.172226
2010.4339,0.520744,0.169187
2010.4367,0.523092,0.168591
2010.4394,0.5205,0.169496
2010.4422,0.521792,0.168369
2010.4449,0.523344,0.167583
2010.4476,0.522545,0.169082
2010.4504,0.521047,0.169525
2010.4531,0.521977,0.167473
2010.4559,0.525032,0.172195
2010.4586,0.520988,0.16883
2010.4613,0.521247,0.169852
2010.4641,0.521876,0.168264
2010.4668,0.523464,0.169554
2010.4695,0.523141,0.168967
2010.4723,0.521024,0.169045
2010.475,0.521205,0.168303
2010.4778,0.522433,0.168338
2010.4805,0.522206,0.168056
2010.4832,0.521337,0.168969
2010.486,0.51939,0.168796
2010.4887,0.522242,0.169472
2010.4914,0.52115,0.169338
2010.4942,0.521818,0.169496
2010.4969,0.521704,0.169016
2010.4997,0.521424,0.168157
2010.5024,0.522306,0.166532
2010.5051,0.520365,0.169635
2010.5079,0.521272,0.169412
2010.5106,0.522148,0.167996
2010.5133,0.520684,0.168908
2010.5161,0.521699,0.169808
2010.5188,0.522805,0.167666
2010.5216,0.520272,0.168247
2010.5243,0.519374,0.167401
2010.527,0.521767,0.16872
2010.5298,0.520464,0.167872
2010.5325,0.521132,0.168209
2010.5352,0.521571,0.167622
2010.538,0.520095,0.168481
2010.5407,0.522534,0.169308
2010.5435,0.521191,0.16823
2010.5462,0.521098,0.17002
2010.5489,0.522444,0.170273
2010.5517,0.523873,0.169165
2010.5544,0.520051,0.167665
2010.5572,0.520098,0.168082
2010.5599,0.521949,0.167651
2010.5626,0.520953,0.167085
2010.5654,0.518923,0.164995
2010.5681,0.519979,0.1692
2010.5708,0.521899,0.167451
2010.5736,0.522222,0.167429
2010.5763,0.518278,0.167177
2010.5791,0.519601,0.166493
2010.5818,0.520115,0.166094
2010.5845,0.519081,0.169717
2010.5873,0.519304,0.167269
2010.59,0.519506,0.16634
2010.5927,0.517694,0.165864
2010.5955,0.518689,0.1683
2010.5982,0.517354,0.16793
2010.601,0.51936,0.167671
2010.6037,0.520225,0.16745
2010.6064,0.519711,0.165546
2010.6092,0.518535,0.164979
2010.6119,0.517646,0.168226
2010.6146,0.515183,0.170234
2010.6174,0.517464,0.168086
2010.6201,0.517897,0.167588
2010.6229,0.517669,0.167187
2010.6256,0.517382,0.166854
2010.6283,0.517903,0.16744
2010.6311,0.518633,0.168112
2010.6338,0.517024,0.166794
2010.6366,0.517404,0.167786
2010.6393,0.518549,0.169774
2010.642,0.516753,0.165815
2010.6448,0.518958,0.166878
2010.6475,0.520597,0.16719
2010.6502,0.51831,0.168524
2010.653,0.519094,0.166728
2010.6557,0.519105,0.166332
2010.6585,0.518971,0.168038
2010.6612,0.51873,0.166216
2010.6639,0.517114,0.166906
2010.6667,0.516141,0.166341
2010.6694,0.51725,0.167231
2010.6721,0.517026,0.16742
2010.6749,0.517519,0.166948
2010.6776,0.515925,0.165943
2010.6804,0.516751,0.167409
2010.6831,0.517063,0.168055
2010.6858,0.519108,0.16733
2010.6886,0.520614,0.168743
2010.6913,0.517765,0.168974
2010.694,0.51751,0.168655
2010.6968,0.515295,0.169915
2010.6995,0.515679,0.170561
2010.7023,0.515939,0.167954
2010.705,0.517426,0.166648
2010.7077,0.517323,0.168093
2010.7105,0.517331,0.167686
2010.7132,0.515057,0.168801
2010.7159,0.516669,0.167719
2010.7187,0.517925,0.165886
2010.7214,0.516123,0.167613
2010.7242,0.517012,0.169035
2010.7269,0.516825,0.166213
2010.7296,0.51695,0.167007
2010.7324,0.515436,0.166456
2010.7351,0.517233,0.165952
2010.7379,0.516358,0.167353
2010.7406,0.515061,0.166895
2010.7433,0.516385,0.166733
2010.7461,0.515156,0.16752
2010.7488,0.516709,0.168658
2010.7515,0.517158,0.166412
2010.7543,0.515898,0.166718
2010.757,0.517656,0.167595
2010.7598,0.5168,0.165489
2010.7625,0.519222,0.165527
2010.7652,0.518116,0.166494
2010.768,0.518478,0.167467
2010.7707,0.518139,0.168301
2010.7734,0.516373,0.166409
2010.7762,0.518134,0.167193
2010.7789,0.5176,0.166818
2010.7817,0.517401,0.1671
2010.7844,0.516817,0.165941
2010.7871,0.516658,0.165035
2010.7899,0.517554,0.165534
2010.7926,0.515982,0.16653
2010.7953,0.5165,0.168011
2010.7981,0.515795,0.164289
2010.8008,0.516869,0.166655
2010.8036,0.515302,0.167842
2010.8063,0.514469,0.166747
2010.809,0.515416,0.167296
2010.8118,0.514486,0.166735
2010.8145,0.511752,0.169279
2010.8172,0.513367,0.167997
2010.82,0.5138,0.16825
2010.8227,0.514876,0.168818
2010.8255,0.516082,0.168068
2010.8282,0.517422,0.168983
2010.8309,0.515212,0.166867
2010.8337,0.515497,0.16736
2010.8364,0.513969,0.16798
2010.8392,0.515902,0.166424
2010.8419,0.517563,0.166069
2010.8446,0.514483,0.164784
2010.8474,0.513996,0.166182
2010.8501,0.513798,0.166985
2010.8528,0.513678,0.166847
2010.8556,0.514741,0.167613
2010.8583,0.514065,0.166882
2010.8611,0.514087,0.168331
2010.8638,0.514686,0.166004
2010.8665,0.514404,0.166232
2010.8693,0.51362,0.164001
2010.872,0.515702,0.164113
2010.8747,0.513056,0.167228
2010.8775,0.514396,0.1685
2010.8802,0.514365,0.166195
2010.883,0.51404,0.166462
2010.8857,0.516415,0.166705
2010.8884,0.512956,0.168657
2010.8912,0.512512,0.166539
2010.8939,0.51318,0.167355
2010.8966,0.512558,0.167568
2010.8994,0.51352,0.162463
2010.9021,0.513067,0.166146
2010.9049,0.512437,0.165395
2010.9076,0.512908,0.165247
2010.9103,0.516013,0.165967
2010.9131,0.514396,0.167172
2010.9158,0.514498,0.166759
2010.9185,0.516233,0.167105
2010.9213,0.515898,0.168655
2010.924,0.515026,0.167931
2010.9268,0.514937,0.167242
2010.9295,0.515096,0.166436
2010.9322,0.513987,0.168781
2010.935,0.514686,0.165773
2010.9377,0.51414,0.166164
2010.9405,0.515056,0.165975
2010.9432,0.515199,0.167903
2010.9459,0.515335,0.167204
2010.9487,0.513811,0.166501
2010.9514,0.512955,0.165348
2010.9541,0.514479,0.168215
2010.9569,0.514819,0.167307
2010.9596,0.515136,0.167275
2010.9624,0.515651,0.168285
2010.9651,0.513926,0.166835
2010.9678,0.513521,0.1652
2010.9706,0.515988,0.166331
2010.9733,0.515229,0.166067
2010.976,0.516163,0.164268
2010.9788,0.515661,0.166471
2010.9815,0.516499,0.165345
2010.9843,0.515583,0.166759
2010.987,0.515916,0.166099
2010.9897,0.515023,0.164143
2010.9925,0.51504,0.169111
2010.9952,0.516051,0.166402
2010.9979,0.517197,0.165239
2011.0007,0.516707,0.167299
2011.0034,0.514803,0.166913
2011.0062,0.513515,0.164675
2011.0089,0.514555,0.16451
2011.0116,0.513861,0.167615
2011.0144,0.514069,0.167914
2011.0171,0.514204,0.166585
2011.0198,0.515726,0.166584
2011.0226,0.514679,0.167953
2011.0253,0.513457,0.168437
2011.0418,0.514478,0.165949
2011.0445,0.515591,0.166433
2011.0472,0.514699,0.166107
2011.05,0.515146,0.16581
2011.0527,0.515914,0.168108
2011.0554,0.515716,0.166167
2011.0582,0.512585,0.165352
2011.0609,0.513837,0.165399
2011.0637,0.512431,0.164529
2011.0664,0.513159,0.166375
2011.0691,0.514314,0.165511
2011.0719,0.51436,0.166535
2011.0746,0.514696,0.166928
2011.0773,0.514401,0.165111
2011.0801,0.513844,0.164719
2011.0828,0.51641,0.167028
2011.0856,0.516362,0.166547
2011.0883,0.516434,0.164415
2011.091,0.515956,0.165256
2011.0938,0.511677,0.165497
2011.0965,0.512116,0.164395
2011.0992,0.512676,0.162793
2011.102,0.513711,0.165677
2011.1047,0.514398,0.165161
2011.1075,0.513457,0.166234
2011.1102,0.51264,0.166106
2011.1129,0.51217,0.166504
2011.1157,0.512408,0.163765
2011.1184,0.511821,0.16535
2011.1211,0.512693,0.16434
2011.1239,0.514075,0.163921
2011.1266,0.510639,0.165371
2011.1294,0.511561,0.164441
2011.1321,0.515113,0.165731
2011.1348,0.514819,0.166183
2011.1376,0.514004,0.166505
2011.1403,0.513533,0.166685
2011.1431,0.512074,0.165983
2011.1458,0.510843,0.166445
2011.1485,0.511404,0.167007
2011.1513,0.513312,0.167572
2011.154,0.504633,0.162044
2011.1567,0.510747,0.165441
2011.1595,0.511175,0.166584
2011.1622,0.510761,0.166008
2011.165,0.511309,0.166286
2011.1677,0.513128,0.167273
2011.1704,0.511524,0.164482
2011.1732,0.511553,0.164407
2011.1759,0.512428,0.166267
2011.1786,0.509646,0.166252
2011.1814,0.511475,0.167214
2011.1841,0.510235,0.165876
2011.1869,0.510699,0.163368
2011.1896,0.51058,0.164725
2011.1923,0.510483,0.164697
2011.1951,0.508799,0.164051
2011.1978,0.509408,0.164485
2011.2005,0.510018,0.163655
2011.2033,0.509238,0.162857
2011.206,0.509482,0.163968
2011.2088,0.510363,0.162934
2011.2115,0.508686,0.159476
2011.2142,0.512483,0.16417
2011.217,0.510642,0.161087
2011.2197,0.509094,0.16312
2011.2225,0.509187,0.164205
2011.2252,0.512394,0.165203
2011.2279,0.512467,0.166359
2011.2307,0.508179,0.16321
2011.2334,0.50893,0.165176
2011.2361,0.509528,0.164379
2011.2389,0.509784,0.163101
2011.2416,0.510519,0.161673
2011.2444,0.509086,0.160667
2011.2471,0.507818,0.162295
2011.2498,0.5098,0.162058
2011.2526,0.507995,0.161437
2011.2553,0.506797,0.161831
2011.258,0.508202,0.160254
2011.2608,0.506974,0.161161
2011.2635,0.50703,0.159952
2011.2663,0.50739,0.163685
2011.269,0.508338,0.16241
2011.2717,0.507556,0.162328
2011.2745,0.506622,0.16295
2011.2772,0.508094,0.161685
2011.2799,0.510116,0.162961
2011.2827,0.509574,0.163529
2011.2854,0.509419,0.162563
2011.2882,0.511003,0.16188
2011.2909,0.509047,0.162493
2011.2936,0.507978,0.160287
2011.2964,0.507342,0.161335
2011.2991,0.507973,0.161926
2011.3018,0.505355,0.159713
2011.3046,0.507414,0.161423
2011.3073,0.509132,0.162196
2011.3101,0.508264,0.160987
2011.3128,0.508961,0.160683
2011.3155,0.510279,0.160611
2011.3183,0.508998,0.16175
2011.321,0.509159,0.162295
2011.3238,0.508414,0.163748
2011.3265,0.51046,0.161488
2011.3292,0.508246,0.161794
2011.332,0.507087,0.1615
2011.3347,0.509485,0.163312
2011.3374,0.508145,0.16275
2011.3402,0.509759,0.161231
2011.3429,0.507497,0.160753
2011.3457,0.50755,0.161153
2011.3484,0.511666,0.163036
2011.3511,0.507723,0.161342
2011.3539,0.507893,0.163757
2011.3566,0.508278,0.163278
2011.3593,0.509174,0.164486
2011.3621,0.511325,0.163771
2011.3648,0.509156,0.162377
2011.3676,0.521389,0.162515
2011.3703,0.50795,0.162151
2011.373,0.508172,0.160291
2011.3758,0.511692,0.163714
2011.3785,0.508668,0.161506
2011.3812,0.508998,0.160449
2011.384,0.509903,0.160647
2011.3867,0.507839,0.16028
2011.3895,0.507764,0.15997
2011.3922,0.507731,0.160583
2011.3949,0.508412,0.159459
2011.3977,0.509474,0.162151
2011.4004,0.50753,0.158902
2011.4031,0.507728,0.160861
2011.4059,0.513561,0.162816
2011.4086,0.508541,0.159868
2011.4114,0.508263,0.160878
2011.4141,0.509537,0.158846
2011.4168,0.507881,0.16122
2011.4196,0.507641,0.161352
2011.4223,0.509326,0.161273
2011.4251,0.505653,0.161953
2011.4278,0.509845,0.162765
2011.4305,0.50589,0.160562
2011.4333,0.506262,0.159775
2011.436,0.506592,0.15972
2011.4387,0.505685,0.160111
2011.4415,0.505966,0.160167
2011.4442,0.504984,0.160318
2011.447,0.507602,0.158807
2011.4497,0.507271,0.159925
2011.4524,0.508284,0.160529
2011.4552,0.506698,0.159912
2011.4579,0.504466,0.159624
2011.4606,0.50557,0.158215
2011.4634,0.507923,0.160821
2011.4661,0.507859,0.160255
2011.4689,0.507376,0.159267
2011.4716,0.508438,0.159309
2011.4743,0.506382,0.15839
2011.4771,0.506851,0.16089
2011.4798,0.505693,0.158821
2011.4825,0.506795,0.157502
2011.4853,0.50713,0.15774
2011.488,0.508835,0.15932
2011.4908,0.510258,0.16122
2011.4935,0.507586,0.159953
2011.4962,0.50576,0.159809
2011.499,0.506997,0.159427
2011.5017,0.507917,0.160597
2011.5044,0.506102,0.160677
2011.5072,0.506595,0.15993
2011.5099,0.507009,0.15771
2011.5127,0.508735,0.158305
2011.5154,0.505225,0.159794
2011.5181,0.50652,0.158393
2011.5209,0.505366,0.160479
2011.5236,0.507353,0.158277
2011.5264,0.50847,0.158715
2011.5291,0.506638,0.158271
2011.5318,0.506954,0.160019
2011.5346,0.507236,0.157775
2011.5373,0.506588,0.157955
2011.54,0.507016,0.158997
2011.5428,0.507186,0.159092
2011.5455,0.503112,0.15771
2011.5483,0.506205,0.158799
2011.551,0.506508,0.15945
2011.5537,0.50454,0.158303
2011.5565,0.503806,0.159435
2011.5592,0.503929,0.158748
2011.5619,0.504306,0.159018
2011.5647,0.503863,0.158647
2011.5674,0.50543,0.157295
2011.5702,0.506755,0.160223
2011.5729,0.505795,0.160386
2011.5756,0.504959,0.158294
2011.5784,0.503476,0.157885
2011.5811,0.505601,0.159728
2011.5838,0.501919,0.15934
2011.5866,0.50288,0.160536
2011.5893,0.503429,0.158501
2011.5921,0.502507,0.159098
2011.5948,0.50385,0.160188
2011.5975,0.505552,0.158114
2011.6003,0.504692,0.159139
2011.603,0.503985,0.161566
2011.6057,0.505078,0.16059
2011.6085,0.503641,0.159262
2011.6112,0.503158,0.159332
2011.614,0.504653,0.158873
2011.6167,0.504392,0.158253
2011.6194,0.504225,0.157484
2011.6222,0.504786,0.158315
2011.6249,0.503763,0.159257
2011.6277,0.503645,0.157745
2011.6304,0.501684,0.157519
2011.6331,0.504134,0.158647
2011.6359,0.503686,0.158186
2011.6386,0.502921,0.158223
2011.6413,0.501999,0.158069
2011.6441,0.501148,0.15909
2011.6468,0.501315,0.158752
2011.6496,0.500395,0.155741
2011.6523,0.501921,0.158531
2011.655,0.502182,0.157525
2011.6578,0.50261,0.15697
2011.6605,0.502358,0.156915
2011.6632,0.502674,0.156824
2011.666,0.500195,0.155415
2011.6687,0.503073,0.158072
2011.6715,0.502958,0.159154
2011.6742,0.503067,0.160177
2011.6769,0.503579,0.159978
2011.6797,0.50295,0.157136
2011.6824,0.503834,0.160287
2011.6851,0.503554,0.157305
2011.6879,0.501845,0.157788
2011.6906,0.502497,0.159145
2011.6934,0.501232,0.157384
2011.6961,0.502007,0.158373
2011.6988,0.501217,0.157507
2011.7016,0.50227,0.158142
2011.7043,0.502749,0.155972
2011.707,0.501897,0.156809
2011.7098,0.502163,0.156423
2011.7125,0.50374,0.158049
2011.7153,0.503008,0.157684
2011.718,0.503544,0.157403
2011.7207,0.501904,0.156159
2011.7235,0.502388,0.156365
2011.7262,0.50384,0.15719
2011.729,0.502115,0.157318
2011.7317,0.503288,0.158249
2011.7344,0.503385,0.156213
2011.7372,0.502157,0.158193
2011.7399,0.50208,0.156962
2011.7426,0.501765,0.157461
2011.7454,0.502607,0.156696
2011.7481,0.502758,0.157022
2011.7509,0.503069,0.157472
2011.7536,0.502938,0.157589
2011.7563,0.502513,0.156719
2011.7591,0.501557,0.154318
2011.7618,0.503034,0.157072
2011.7645,0.500969,0.15609
2011.7673,0.50106,0.156033
2011.77,0.50122,0.156019
2011.7728,0.500705,0.15579
2011.7755,0.501099,0.156814
2011.7782,0.500666,0.157772
2011.781,0.500893,0.158014
2011.7837,0.501738,0.157884
2011.7864,0.501096,0.156937
2011.7892,0.500639,0.157795
2011.7919,0.500723,0.157363
2011.7947,0.501209,0.155952
2011.7974,0.501848,0.157174
2011.8001,0.49952,0.154599
2011.8029,0.500226,0.15617
2011.8056,0.50128,0.156856
2011.8084,0.503173,0.156074
2011.8111,0.501487,0.156583
2011.8138,0.502289,0.157222
2011.8166,0.499931,0.156174
2011.8193,0.500367,0.157301
2011.822,0.501605,0.157491
2011.8248,0.500916,0.156629
2011.8275,0.49882,0.157453
2011.8303,0.499945,0.158141
2011.833,0.501231,0.156795
2011.8357,0.501331,0.157587
2011.8385,0.499774,0.159066
2011.8412,0.504068,0.157784
2011.8439,0.499801,0.156471
2011.8467,0.500619,0.157018
2011.8494,0.499495,0.157321
2011.8522,0.499989,0.158083
2011.8549,0.500801,0.159237
2011.8576,0.500701,0.158806
2011.8604,0.4976,0.158743
2011.8631,0.498848,0.157616
2011.8658,0.498216,0.158669
2011.8686,0.49968,0.15834
2011.8713,0.498429,0.159289
2011.8741,0.498764,0.157852
2011.8768,0.499487,0.158431
2011.8795,0.501323,0.159597
2011.8823,0.502094,0.158973
2011.885,0.502157,0.157913
2011.8877,0.50139,0.157828
2011.8905,0.502632,0.157067
2011.8932,0.5023,0.158451
2011.896,0.501692,0.15799
2011.8987,0.499634,0.159101
2011.9014,0.502645,0.158807
2011.9042,0.5029,0.157987
2011.9069,0.50094,0.156582
2011.9097,0.50086,0.159047
2011.9124,0.499776,0.157171
2011.9151,0.501029,0.159751
2011.9179,0.499857,0.156236
2011.9206,0.501868,0.157483
2011.9233,0.500672,0.159243
2011.9261,0.500385,0.15819
2011.9288,0.500722,0.157407
2011.9316,0.500866,0.158308
2011.9343,0.50053,0.158746
2011.937,0.501025,0.156812
2011.9398,0.501114,0.158338
2011.9425,0.500556,0.156571
2011.9452,0.501219,0.157759
2011.948,0.500627,0.156502
2011.9507,0.500345,0.156618
2011.9535,0.500051,0.156844
2011.9562,0.500638,0.157324
2011.9589,0.501222,0.156978
2011.9617,0.501691,0.155044
2011.9644,0.499715,0.155986
2011.9671,0.5013,0.156472
2011.9699,0.500501,0.155585
2011.9726,0.502569,0.15846
2011.9754,0.500454,0.158055
2011.9781,0.498813,0.15566
2011.9808,0.499337,0.155466
2011.9836,0.500028,0.154874
2011.9863,0.500748,0.156545
2011.989,0.500575,0.155908
2011.9918,0.500545,0.155636
2011.9945,0.500076,0.156529
2011.9973,0.499474,0.159293
2012,0.500536,0.158425
2012.0027,0.501039,0.157107
2012.0055,0.499194,0.156313
2012.0082,0.499129,0.157396
2012.011,0.499339,0.156417
2012.0137,0.498546,0.15757
2012.0164,0.498828,0.15722
2012.0192,0.500002,0.154083
2012.0219,0.499754,0.15605
2012.0246,0.498749,0.156901
2012.0274,0.500281,0.156232
2012.0301,0.5007,0.157392
2012.0329,0.499382,0.157921
2012.0356,0.498672,0.157996
2012.0383,0.497969,0.157323
2012.0411,0.497098,0.15559
2012.0438,0.497457,0.156772
2012.0465,0.498677,0.157652
2012.0493,0.498265,0.1578
2012.052,0.499286,0.1564
2012.0548,0.498195,0.153925
2012.0575,0.499329,0.157927
2012.0602,0.499431,0.157559
2012.063,0.500294,0.156167
2012.0657,0.497074,0.154769
2012.0684,0.498429,0.156376
2012.0712,0.49915,0.155946
2012.0739,0.498594,0.156716
2012.0767,0.499217,0.155868
2012.0794,0.497542,0.154879
2012.0821,0.496675,0.154978
2012.0849,0.498801,0.155645
2012.0876,0.499161,0.154644
2012.0903,0.49847,0.157576
2012.0931,0.497674,0.157284
2012.0958,0.498439,0.155423
2012.0986,0.496465,0.159286
2012.1013,0.498607,0.158606
2012.104,0.495673,0.156469
2012.1068,0.494481,0.154237
2012.1095,0.493639,0.155228
2012.1123,0.494442,0.154081
2012.115,0.495729,0.154329
2012.1177,0.494246,0.152067
2012.1205,0.494581,0.151873
2012.1232,0.49476,0.156159
2012.1259,0.495791,0.154695
2012.1287,0.494254,0.152886
2012.1314,0.496219,0.156945
2012.1342,0.49276,0.154743
2012.1369,0.493744,0.154206
2012.1396,0.493708,0.153501
2012.1424,0.493949,0.15262
2012.1451,0.494183,0.150788
2012.1478,0.494681,0.154976
2012.1506,0.493771,0.155918
2012.1533,0.494384,0.155358
2012.1561,0.494034,0.154694
2012.1588,0.49362,0.154681
2012.1615,0.495961,0.155063
2012.1643,0.494009,0.153867
2012.167,0.494039,0.156435
2012.1697,0.494227,0.153577
2012.1725,0.4941,0.153568
2012.1752,0.49562,0.155743
2012.178,0.493613,0.155871
2012.1807,0.494637,0.153806
2012.1834,0.495169,0.154411
2012.1862,0.496312,0.157742
2012.1889,0.493733,0.154186
2012.1916,0.49445,0.154295
2012.1944,0.495698,0.155903
2012.1971,0.494278,0.156408
2012.1999,0.495372,0.158383
2012.2026,0.497961,0.156872
2012.2053,0.494489,0.156813
2012.2081,0.498621,0.158385
2012.2108,0.497361,0.154791
2012.2136,0.497137,0.15607
2012.2163,0.495865,0.156658
2012.219,0.493402,0.155674
2012.2218,0.494279,0.157617
2012.2245,0.496635,0.15513
2012.2272,0.493174,0.155275
2012.23,0.492775,0.157103
2012.2327,0.494694,0.154727
2012.2355,0.494087,0.154718
2012.2382,0.494782,0.15473
2012.2409,0.493964,0.154937
2012.2437,0.493549,0.151642
2012.2464,0.494456,0.151965
2012.2491,0.497527,0.153004
2012.2519,0.494088,0.152858
2012.2546,0.49575,0.153805
2012.2574,0.49415,0.153057
2012.2601,0.493729,0.151023
2012.2628,0.493228,0.153362
2012.2656,0.491745,0.1517
2012.2683,0.494375,0.151605
2012.271,0.494124,0.152249
2012.2738,0.493381,0.153342
2012.2765,0.495678,0.152942
2012.2793,0.496649,0.153992
2012.282,0.494755,0.152918
2012.2847,0.495212,0.15286
2012.2875,0.495296,0.153454
2012.2902,0.493699,0.15182
2012.293,0.493554,0.153527
2012.2957,0.493628,0.152709
2012.2984,0.494086,0.15081
2012.3012,0.496467,0.152233
2012.3039,0.494607,0.154527
2012.3066,0.49529,0.15363
2012.3094,0.494512,0.153415
2012.3121,0.495819,0.151879
2012.3149,0.495666,0.153702
2012.3176,0.495275,0.15465
2012.3203,0.493367,0.15266
2012.3231,0.494823,0.15232
2012.3258,0.49567,0.153907
2012.3285,0.493779,0.151816
2012.3313,0.493133,0.150589
2012.334,0.495748,0.151121
2012.3368,0.494725,0.151811
2012.3395,0.4956,0.151614
2012.3422,0.494498,0.151113
2012.345,0.495164,0.152843
2012.3477,0.493286,0.152125
2012.3504,0.493234,0.1529
2012.3532,0.493423,0.151828
2012.3559,0.49342,0.151977
2012.3587,0.494559,0.152707
2012.3614,0.492147,0.15142
2012.3641,0.492557,0.15167
2012.3669,0.492029,0.152049
2012.3696,0.49207,0.149705
2012.3723,0.492074,0.150614
2012.3751,0.49281,0.151212
2012.3778,0.491958,0.151502
2012.3806,0.4919,0.152427
2012.3833,0.492153,0.151609
2012.386,0.491487,0.151273
2012.3888,0.489049,0.152177
2012.3915,0.490998,0.152204
2012.3943,0.491094,0.151263
2012.397,0.494532,0.153205
2012.3997,0.492015,0.150766
2012.4025,0.491365,0.152633
2012.4052,0.492038,0.152905
2012.4079,0.489372,0.153094
2012.4107,0.490658,0.153358
2012.4134,0.490892,0.151187
2012.4162,0.493374,0.150712
2012.4189,0.493848,0.15157
2012.4216,0.49235,0.151213
2012.4244,0.490861,0.1505
2012.4271,0.498078,0.155536
2012.4298,0.490748,0.15175
2012.4326,0.491028,0.152099
2012.4353,0.49179,0.149288
2012.4381,0.49105,0.149696
2012.4408,0.491384,0.150967
2012.4435,0.492532,0.151001
2012.4463,0.491997,0.148468
2012.449,0.49255,0.151425
2012.4517,0.492503,0.15114
2012.4545,0.492604,0.150816
2012.4572,0.492735,0.150672
2012.46,0.490526,0.148491
2012.4627,0.491389,0.150015
2012.4654,0.492224,0.149958
2012.4682,0.490698,0.151348
2012.4709,0.489657,0.1528
2012.4736,0.490535,0.149748
2012.4764,0.49133,0.147932
2012.4791,0.490573,0.148755
2012.4819,0.490895,0.148493
2012.4846,0.492949,0.147854
2012.4873,0.491189,0.150697
2012.4901,0.490104,0.150588
2012.4928,0.490417,0.151615
2012.4956,0.489843,0.150394
2012.4983,0.491712,0.151094
2012.501,0.490624,0.151794
2012.5038,0.490212,0.149738
2012.5065,0.489011,0.149241
2012.5092,0.490109,0.150573
2012.512,0.490543,0.150031
2012.5147,0.49093,0.150277
2012.5175,0.489187,0.149189
2012.5202,0.489112,0.149466
2012.5229,0.489627,0.15025
2012.5257,0.490209,0.149587
2012.5284,0.487749,0.149536
2012.5311,0.488558,0.151818
2012.5339,0.490983,0.150357
2012.5366,0.48936,0.152012
2012.5394,0.489531,0.151204
2012.5421,0.48834,0.150005
2012.5448,0.488131,0.149483
2012.5476,0.487015,0.150885
2012.5503,0.487555,0.149953
2012.553,0.486485,0.149284
2012.5558,0.488913,0.151261
2012.5585,0.488924,0.151366
2012.5613,0.489907,0.152559
2012.564,0.485996,0.149902
2012.5667,0.487567,0.15177
2012.5695,0.487497,0.150535
2012.5722,0.488682,0.150664
2012.5749,0.488791,0.14928
2012.5777,0.487748,0.149628
2012.5804,0.488852,0.149337
2012.5832,0.48956,0.14871
2012.5859,0.487323,0.148722
2012.5886,0.486046,0.150948
2012.5914,0.486407,0.149798
2012.5941,0.488113,0.148553
2012.5969,0.487076,0.151174
2012.5996,0.487196,0.149467
2012.6023,0.489368,0.149486
2012.6051,0.488543,0.149589
2012.6078,0.487088,0.151473
2012.6105,0.486921,0.149986
2012.6133,0.486817,0.150841
2012.616,0.49023,0.148378
2012.6188,0.48674,0.149728
2012.6215,0.489368,0.1498
2012.6242,0.487926,0.151562
2012.627,0.487162,0.150684
2012.6297,0.48942,0.151005
2012.6324,0.487845,0.148503
2012.6352,0.487879,0.1492
2012.6379,0.488617,0.151278
2012.6407,0.486846,0.150616
2012.6434,0.49023,0.148815
2012.6461,0.48818,0.148376
2012.6489,0.487891,0.149897
2012.6516,0.488594,0.148662
2012.6543,0.488087,0.150054
2012.6571,0.488075,0.150059
2012.6598,0.488683,0.148861
2012.6626,0.488099,0.14913
2012.6653,0.487275,0.146727
2012.668,0.48829,0.149727
2012.6708,0.487408,0.148208
2012.6735,0.486001,0.148567
2012.6762,0.486768,0.148707
2012.679,0.483133,0.148673
2012.6817,0.487634,0.149942
2012.6845,0.487185,0.147818
2012.6872,0.487817,0.147819
2012.6899,0.487842,0.1488
2012.6927,0.489679,0.146759
2012.6954,0.487924,0.148161
2012.6982,0.48755,0.150127
2012.7009,0.489747,0.148742
2012.7036,0.487223,0.14837
2012.7064,0.48919,0.148089
2012.7091,0.487073,0.147684
2012.7118,0.485805,0.146242
2012.7146,0.483805,0.147923
2012.7173,0.483756,0.146038
2012.7201,0.48535,0.14669
2012.7228,0.485374,0.146481
2012.7255,0.485409,0.146806
2012.7283,0.486871,0.148273
2012.731,0.486247,0.14995
