"times","east","north"
2003.9206,0.630888,0.228823
2003.9233,0.633008,0.232293
2003.9261,0.631626,0.228063
2003.9288,0.627635,0.227401
2003.9316,0.630121,0.231602
2003.9343,0.626108,0.227054
2003.937,0.63184,0.228852
2003.9398,0.632344,0.22899
2003.9425,0.626115,0.227204
2003.9452,0.627934,0.225171
2003.948,0.633105,0.227481
2003.9507,0.629755,0.227265
2003.9535,0.626615,0.228172
2003.9562,0.626116,0.225698
2003.9589,0.628883,0.228617
2003.9617,0.626344,0.229199
2003.9644,0.627749,0.22902
2003.9671,0.628111,0.228156
2003.9699,0.628959,0.228237
2003.9726,0.629018,0.229192
2003.9754,0.627038,0.227807
2003.9781,0.625057,0.229704
2003.9808,0.629791,0.229567
2003.9836,0.622585,0.227602
2003.9863,0.626463,0.229689
2003.989,0.626362,0.23219
2003.9918,0.627793,0.227701
2003.9945,0.628011,0.22838
2003.9973,0.627788,0.230088
2004,0.628181,0.227854
2004.0027,0.626322,0.230387
2004.0055,0.628172,0.230048
2004.0082,0.627712,0.22964
2004.011,0.627143,0.227981
2004.0137,0.627874,0.23066
2004.0164,0.629581,0.231384
2004.0192,0.624884,0.226762
2004.0219,0.63059,0.229711
2004.0246,0.630324,0.230196
2004.0274,0.62832,0.228947
2004.0301,0.628878,0.230133
2004.0329,0.622271,0.224739
2004.0356,0.624666,0.226656
2004.0383,0.627858,0.229623
2004.0411,0.629009,0.230112
2004.0438,0.628899,0.229945
2004.0465,0.62892,0.230746
2004.0493,0.628861,0.227559
2004.052,0.625925,0.230006
2004.0548,0.632114,0.232141
2004.0575,0.62599,0.230207
2004.0602,0.62568,0.226454
2004.063,0.624391,0.227246
2004.0657,0.625816,0.223809
2004.0684,0.626601,0.228163
2004.0712,0.622093,0.227949
2004.0739,0.621399,0.22723
2004.0767,0.626647,0.225562
2004.0794,0.627219,0.229088
2004.0821,0.628329,0.229282
2004.0849,0.627739,0.229158
2004.0876,0.626833,0.227251
2004.0903,0.623168,0.226933
2004.0931,0.62787,0.228977
2004.0958,0.630511,0.228277
2004.0986,0.625956,0.228313
2004.1013,0.62434,0.228381
2004.104,0.626844,0.225842
2004.1068,0.625495,0.227685
2004.1095,0.625728,0.225799
2004.1123,0.625779,0.226693
2004.115,0.626574,0.2273
2004.1177,0.622341,0.227177
2004.1205,0.625687,0.227883
2004.1232,0.626919,0.229605
2004.1259,0.62536,0.22754
2004.1287,0.625699,0.228786
2004.1314,0.620132,0.226809
2004.1342,0.622643,0.225529
2004.1369,0.622714,0.225736
2004.1396,0.623181,0.226458
2004.1424,0.623256,0.226357
2004.1451,0.623509,0.227033
2004.1478,0.623551,0.224635
2004.1506,0.622272,0.226599
2004.1533,0.622807,0.226395
2004.1561,0.618471,0.224395
2004.1588,0.622439,0.225876
2004.1615,0.624717,0.22527
2004.1643,0.623493,0.224708
2004.167,0.62197,0.22538
2004.1697,0.619125,0.224132
2004.1725,0.619974,0.221972
2004.1752,0.621377,0.2249
2004.178,0.621349,0.225577
2004.1807,0.620839,0.225512
2004.1834,0.619183,0.223594
2004.1862,0.619719,0.224792
2004.1889,0.622949,0.224945
2004.1916,0.622239,0.226887
2004.1944,0.624751,0.229542
2004.1971,0.61982,0.229321
2004.1999,0.624771,0.230392
2004.2026,0.623668,0.229842
2004.2053,0.620215,0.227224
2004.2081,0.624899,0.228893
2004.2108,0.623002,0.228881
2004.2136,0.623943,0.228051
2004.2163,0.625433,0.228518
2004.219,0.62496,0.227948
2004.2218,0.62229,0.225886
2004.2245,0.625173,0.226356
2004.2272,0.625954,0.225865
2004.23,0.620141,0.226814
2004.2327,0.621558,0.226164
2004.2355,0.620927,0.22749
2004.2382,0.621055,0.226391
2004.2409,0.622315,0.228171
2004.2437,0.62137,0.228136
2004.2464,0.622546,0.225927
2004.2491,0.623554,0.226709
2004.2519,0.622192,0.226518
2004.2546,0.618202,0.225886
2004.2574,0.621954,0.226573
2004.2601,0.623317,0.225461
2004.2628,0.622855,0.227647
2004.2656,0.622403,0.224627
2004.2683,0.620511,0.227618
2004.271,0.620395,0.227888
2004.2738,0.621548,0.225976
2004.2765,0.622994,0.225159
2004.2793,0.622906,0.227004
2004.282,0.622274,0.225214
2004.2847,0.622523,0.225616
2004.2875,0.623922,0.223594
2004.2902,0.626814,0.226469
2004.293,0.623844,0.225828
2004.2957,0.622019,0.222928
2004.2984,0.62487,0.226523
2004.3012,0.62249,0.223995
2004.3039,0.620712,0.224305
2004.3066,0.624106,0.224404
2004.3094,0.620335,0.225466
2004.3121,0.61916,0.225254
2004.3149,0.62058,0.225523
2004.3176,0.623389,0.225782
2004.3203,0.618972,0.224714
2004.3231,0.62429,0.223038
2004.3258,0.618583,0.22136
2004.3285,0.618579,0.223122
2004.3313,0.617317,0.22363
2004.334,0.620469,0.224147
2004.3368,0.62121,0.223965
2004.3395,0.619064,0.223841
2004.3422,0.618648,0.221754
2004.345,0.622593,0.223509
2004.3477,0.618904,0.222558
2004.3504,0.615785,0.222309
2004.3532,0.61818,0.223117
2004.3559,0.622242,0.224743
2004.3587,0.621661,0.223355
2004.3614,0.621842,0.224478
2004.3641,0.619547,0.223825
2004.3669,0.616197,0.223887
2004.3696,0.620153,0.222913
2004.3723,0.618439,0.222867
2004.3751,0.616338,0.223048
2004.3778,0.620728,0.226222
2004.3806,0.614491,0.225
2004.3833,0.618032,0.224756
2004.386,0.617045,0.224837
2004.3888,0.616183,0.223859
2004.3915,0.613859,0.223712
2004.3943,0.614616,0.224631
2004.397,0.615873,0.222744
2004.3997,0.614422,0.222657
2004.4025,0.614676,0.221856
2004.4052,0.615894,0.222043
2004.4079,0.612122,0.223212
2004.4107,0.613758,0.222244
2004.4134,0.616136,0.22237
2004.4162,0.615676,0.223851
2004.4189,0.615714,0.222922
2004.4216,0.615916,0.223145
2004.4244,0.615603,0.221435
2004.4271,0.614777,0.222153
2004.4298,0.616581,0.220419
2004.4326,0.614876,0.223602
2004.4353,0.61662,0.222104
2004.4381,0.616165,0.224408
2004.4408,0.614968,0.222149
2004.4435,0.615221,0.22219
2004.4463,0.615966,0.220958
2004.449,0.612914,0.222271
2004.4517,0.615147,0.221647
2004.4545,0.615713,0.221847
2004.4572,0.615561,0.219649
2004.46,0.614395,0.222278
2004.4627,0.615311,0.221096
2004.4654,0.615917,0.222134
2004.4682,0.614312,0.221069
2004.4709,0.61429,0.221289
2004.4736,0.615517,0.221128
2004.4764,0.615705,0.222606
2004.4791,0.614573,0.221812
2004.4819,0.614306,0.221012
2004.4846,0.615403,0.222497
2004.4873,0.614351,0.22138
2004.4901,0.614149,0.221637
2004.4928,0.613682,0.22114
2004.4956,0.616724,0.220315
2004.4983,0.615378,0.219776
2004.501,0.616192,0.218451
2004.5038,0.614888,0.218772
2004.5065,0.61426,0.220229
2004.5092,0.614589,0.219216
2004.512,0.614876,0.22
2004.5147,0.613646,0.218704
2004.5175,0.613871,0.220561
2004.5202,0.613725,0.220887
2004.5229,0.613029,0.221027
2004.5257,0.612232,0.221461
2004.5284,0.614224,0.219328
2004.5311,0.612966,0.22067
2004.5339,0.612446,0.220437
2004.5366,0.611007,0.220452
2004.5394,0.612166,0.218481
2004.5421,0.609651,0.21878
2004.5448,0.61346,0.219578
2004.5476,0.613524,0.219027
2004.5503,0.612924,0.21955
2004.553,0.611853,0.219264
2004.5558,0.613876,0.219449
2004.5585,0.613727,0.218769
2004.5613,0.613829,0.21918
2004.564,0.612981,0.218671
2004.5667,0.610814,0.219438
2004.5695,0.615934,0.220272
2004.5722,0.61378,0.219466
2004.5749,0.614349,0.218006
2004.5777,0.613519,0.218958
2004.5804,0.613093,0.217921
2004.5832,0.613529,0.219224
2004.5859,0.614921,0.219894
2004.5886,0.611505,0.218516
2004.5914,0.611656,0.218144
2004.5941,0.614904,0.217679
2004.5969,0.613769,0.219416
2004.5996,0.613917,0.216516
2004.6023,0.611529,0.21676
2004.6051,0.61314,0.217847
2004.6078,0.612471,0.217684
2004.6105,0.615045,0.215938
2004.6133,0.613982,0.21934
2004.616,0.615512,0.217371
2004.6188,0.611909,0.216486
2004.6215,0.612594,0.218258
2004.6242,0.614329,0.219102
2004.627,0.614159,0.21676
2004.6297,0.612763,0.217942
2004.6324,0.612019,0.218974
2004.6352,0.612776,0.219178
2004.6379,0.612888,0.217169
2004.6407,0.61271,0.21867
2004.6434,0.61333,0.21721
2004.6461,0.612638,0.218066
2004.6489,0.612093,0.219093
2004.6516,0.612889,0.219046
2004.6543,0.611798,0.218435
2004.6571,0.61367,0.218552
2004.6598,0.611697,0.219759
2004.6626,0.611436,0.219876
2004.6653,0.613382,0.218865
2004.668,0.613931,0.218638
2004.6708,0.61452,0.218071
2004.6735,0.613359,0.219822
2004.6762,0.611064,0.218073
2004.679,0.610388,0.218855
2004.6817,0.611259,0.220116
2004.6845,0.613089,0.217973
2004.6872,0.612566,0.219535
2004.6899,0.611259,0.219814
2004.6927,0.614304,0.217587
2004.6954,0.608996,0.217097
2004.6982,0.613061,0.216644
2004.7009,0.612033,0.217193
2004.7036,0.610851,0.219436
2004.7064,0.611503,0.21829
2004.7091,0.610949,0.216855
2004.7118,0.610841,0.218311
2004.7146,0.611495,0.216878
2004.7173,0.61689,0.218108
2004.7201,0.611445,0.220064
2004.7228,0.61257,0.218798
2004.7255,0.612329,0.221007
2004.7283,0.610276,0.21954
2004.731,0.609801,0.218815
2004.7337,0.612622,0.217532
2004.7365,0.610954,0.218422
2004.7392,0.612677,0.21788
2004.742,0.6104,0.220278
2004.7447,0.611035,0.219007
2004.7474,0.612521,0.219667
2004.7502,0.614204,0.219452
2004.7529,0.611879,0.219557
2004.7556,0.611763,0.221524
2004.7584,0.613628,0.2201
2004.7611,0.612902,0.220241
2004.7639,0.614147,0.218795
2004.7666,0.612128,0.219768
2004.7693,0.610985,0.22016
2004.7721,0.612095,0.219075
2004.7748,0.611794,0.221113
2004.7775,0.610901,0.219465
2004.7803,0.612468,0.21943
2004.783,0.61178,0.218026
2004.7858,0.611015,0.220512
2004.7885,0.6115,0.218299
2004.7912,0.611541,0.219298
2004.794,0.613381,0.220399
2004.7967,0.606837,0.222527
2004.7995,0.613745,0.220828
2004.8022,0.610102,0.218464
2004.8049,0.612528,0.219217
2004.8077,0.611439,0.219533
2004.8104,0.610664,0.21817
2004.8131,0.611504,0.217732
2004.8159,0.60952,0.219021
2004.8186,0.610778,0.219113
2004.8214,0.610227,0.220195
2004.8241,0.610073,0.219532
2004.8268,0.611471,0.219268
2004.8296,0.607802,0.217433
2004.8323,0.611753,0.218883
2004.835,0.612591,0.219632
2004.8378,0.612009,0.219208
2004.8405,0.612033,0.21988
2004.8433,0.609816,0.219596
2004.846,0.611152,0.218369
2004.8487,0.610904,0.220022
2004.8515,0.613254,0.220105
2004.8542,0.613475,0.220481
2004.8569,0.610297,0.222208
2004.8597,0.613979,0.220633
2004.8624,0.612872,0.221212
2004.8652,0.612458,0.22107
2004.8679,0.612365,0.221304
2004.8706,0.611696,0.220218
2004.8734,0.614327,0.22238
2004.8761,0.611095,0.218853
2004.8789,0.610161,0.2214
2004.8816,0.610946,0.22105
2004.8843,0.610474,0.220858
2004.8871,0.611927,0.223248
2004.8898,0.611036,0.220635
2004.8925,0.613142,0.220452
2004.8953,0.612726,0.220588
2004.898,0.610819,0.220799
2004.9008,0.609867,0.219365
2004.9035,0.610091,0.222525
2004.9062,0.609168,0.219071
2004.909,0.611353,0.219532
2004.9117,0.610603,0.220614
2004.9144,0.613205,0.220965
2004.9172,0.60994,0.220256
2004.9199,0.609452,0.220672
2004.9227,0.611535,0.220928
2004.9281,0.6107,0.219834
2004.9309,0.609589,0.218824
2004.9336,0.609303,0.220363
2004.9363,0.609849,0.221509
2004.9391,0.611578,0.222133
2004.9418,0.611811,0.222166
2004.9446,0.609572,0.220395
2004.9473,0.610952,0.220528
2004.95,0.609338,0.221765
2004.9528,0.609817,0.220936
2004.9555,0.609837,0.220839
2004.9582,0.608698,0.220026
2004.961,0.608367,0.220652
2004.9637,0.609375,0.221147
2004.9665,0.606612,0.221603
2004.9692,0.608767,0.219716
2004.9719,0.608869,0.220746
2004.9747,0.609387,0.220784
2004.9774,0.608615,0.220663
2004.9802,0.608728,0.219979
2004.9829,0.607878,0.21964
2004.9856,0.607997,0.220659
2004.9884,0.608043,0.220187
2004.9911,0.607435,0.219793
2004.9938,0.608457,0.221162
2004.9966,0.612112,0.221295
2004.9993,0.607777,0.219544
2005.0021,0.610683,0.220749
2005.0048,0.607212,0.221651
2005.0075,0.606914,0.221382
2005.0103,0.60463,0.220516
2005.013,0.607908,0.218963
2005.0157,0.607124,0.22081
2005.0185,0.607602,0.218746
2005.0212,0.608777,0.218984
2005.024,0.607202,0.21899
2005.0267,0.609829,0.220474
2005.0294,0.608082,0.219887
2005.0322,0.608534,0.220042
2005.0349,0.608083,0.218039
2005.0376,0.60561,0.221441
2005.0404,0.606519,0.220565
2005.0431,0.605735,0.222873
2005.0459,0.607912,0.219494
2005.0486,0.608846,0.217111
2005.0513,0.605886,0.218478
2005.0541,0.606007,0.220984
2005.0568,0.60571,0.22161
2005.0595,0.605282,0.220032
2005.0623,0.605684,0.220524
2005.065,0.607291,0.218768
2005.0678,0.605736,0.21925
2005.0705,0.604693,0.21992
2005.0732,0.603996,0.218018
2005.076,0.60469,0.219605
2005.0787,0.603322,0.217771
2005.0815,0.604944,0.22076
2005.0842,0.607175,0.213988
2005.0869,0.605629,0.21825
2005.0897,0.602712,0.218689
2005.0924,0.606251,0.217327
2005.0951,0.605849,0.218982
2005.0979,0.605216,0.218252
2005.1006,0.605175,0.218402
2005.1034,0.604469,0.216278
2005.1061,0.605321,0.218131
2005.1088,0.603636,0.218612
2005.1116,0.602196,0.218413
2005.1143,0.602812,0.216285
2005.117,0.603943,0.217149
2005.1198,0.602436,0.21673
2005.1225,0.602297,0.216712
2005.1253,0.601562,0.217526
2005.128,0.603703,0.219206
2005.1307,0.603965,0.218649
2005.1335,0.604263,0.216889
2005.1362,0.603533,0.216456
2005.1389,0.605592,0.219875
2005.1417,0.604057,0.217273
2005.1444,0.604519,0.217854
2005.1472,0.602871,0.218305
2005.1499,0.605361,0.217447
2005.1526,0.603987,0.21921
2005.1554,0.6066,0.216904
2005.1581,0.604253,0.217393
2005.1608,0.604336,0.215912
2005.1636,0.602699,0.218992
2005.1663,0.60471,0.21704
2005.1691,0.604236,0.217666
2005.1718,0.603246,0.218452
2005.1745,0.604501,0.218023
2005.1773,0.606733,0.21621
2005.18,0.604611,0.216528
2005.1828,0.604829,0.218209
2005.1855,0.60695,0.217233
2005.1882,0.602992,0.21728
2005.191,0.603395,0.217955
2005.1937,0.601837,0.216337
2005.1964,0.603786,0.217893
2005.1992,0.603821,0.219264
2005.2019,0.604735,0.21947
2005.2047,0.6046,0.2179
2005.2074,0.604189,0.218482
2005.2101,0.603762,0.217828
2005.2129,0.603281,0.218322
2005.2156,0.605087,0.216891
2005.2183,0.603442,0.217501
2005.2211,0.605683,0.218823
2005.2238,0.604984,0.218613
2005.2266,0.60275,0.216987
2005.2293,0.603006,0.216788
2005.232,0.602346,0.214866
2005.2348,0.603073,0.21516
2005.2375,0.607678,0.217254
2005.2402,0.601055,0.217562
2005.243,0.601376,0.218762
2005.2457,0.600226,0.215996
2005.2485,0.603321,0.217593
2005.2512,0.602877,0.218128
2005.2539,0.602053,0.216498
2005.2567,0.603835,0.215424
2005.2594,0.602366,0.215802
2005.2621,0.602633,0.217402
2005.2649,0.602947,0.218305
2005.2676,0.603455,0.217173
2005.2704,0.601534,0.216431
2005.2731,0.603655,0.214519
2005.2758,0.6007,0.215527
2005.2786,0.601614,0.215324
2005.2813,0.603282,0.217865
2005.2841,0.60187,0.217251
2005.2868,0.60176,0.214888
2005.2895,0.60226,0.213935
2005.2923,0.601594,0.213858
2005.295,0.602583,0.213687
2005.2977,0.601371,0.213927
2005.3005,0.602376,0.214745
2005.3032,0.601161,0.214851
2005.306,0.602096,0.214059
2005.3087,0.599904,0.214714
2005.3114,0.600016,0.215456
2005.3142,0.602079,0.215753
2005.3169,0.60099,0.215943
2005.3196,0.602992,0.215574
2005.3224,0.604396,0.214773
2005.3251,0.599855,0.212863
2005.3279,0.601669,0.214125
2005.3306,0.601644,0.214289
2005.3333,0.599611,0.215263
2005.3361,0.601293,0.213775
2005.3388,0.600538,0.216679
2005.3415,0.599404,0.213979
2005.3443,0.602275,0.21727
2005.347,0.59977,0.215662
2005.3498,0.598243,0.215108
2005.3525,0.603503,0.219597
2005.3552,0.600656,0.214952
2005.358,0.600435,0.214713
2005.3607,0.599797,0.214034
2005.3634,0.599826,0.214802
2005.3662,0.601014,0.215933
2005.3689,0.599682,0.216338
2005.3717,0.596353,0.21592
2005.3744,0.59898,0.215343
2005.3771,0.598718,0.214678
2005.3799,0.599985,0.215174
2005.3826,0.600367,0.215242
2005.3854,0.602239,0.216312
2005.3881,0.600889,0.215066
2005.3908,0.599036,0.215362
2005.3936,0.598929,0.215642
2005.3963,0.599672,0.215849
2005.399,0.600113,0.215594
2005.4018,0.600213,0.214302
2005.4045,0.59979,0.215317
2005.4073,0.599433,0.21551
2005.41,0.598395,0.214512
2005.4127,0.600373,0.214913
2005.4155,0.599686,0.213752
2005.4182,0.599305,0.214988
2005.4209,0.599296,0.214013
2005.4237,0.599788,0.212683
2005.4264,0.599058,0.212263
2005.4292,0.599163,0.212371
2005.4319,0.599817,0.2127
2005.4346,0.598142,0.213699
2005.4374,0.599115,0.213463
2005.4401,0.599353,0.21239
2005.4428,0.598663,0.212727
2005.4456,0.600181,0.214659
2005.4483,0.599122,0.213318
2005.4511,0.598084,0.215665
2005.4538,0.596484,0.213966
2005.4565,0.598783,0.213464
2005.4593,0.610767,0.213853
2005.462,0.602342,0.210859
2005.4648,0.600073,0.211575
2005.4675,0.597548,0.212529
2005.4702,0.596988,0.212576
2005.473,0.596495,0.21134
2005.4757,0.598535,0.210678
2005.4784,0.595911,0.212052
2005.4812,0.598132,0.212242
2005.4839,0.598676,0.211629
2005.4867,0.596814,0.211839
2005.4894,0.596964,0.212405
2005.4921,0.5982,0.211357
2005.4949,0.596907,0.21288
2005.4976,0.597035,0.211127
2005.5003,0.596265,0.211403
2005.5031,0.596193,0.212849
2005.5058,0.597014,0.21232
2005.5086,0.596879,0.211596
2005.5113,0.596684,0.210965
2005.514,0.597377,0.210667
2005.5168,0.594429,0.210954
2005.5195,0.596017,0.20987
2005.5222,0.596567,0.211114
2005.525,0.596531,0.211162
2005.5277,0.595331,0.211985
2005.5305,0.595826,0.210688
2005.5332,0.59508,0.210422
2005.5359,0.595376,0.20963
2005.5387,0.598708,0.209711
2005.5414,0.599072,0.210588
2005.5441,0.59777,0.211493
2005.5469,0.598005,0.210924
2005.5496,0.596502,0.21044
2005.5524,0.599462,0.20919
2005.5551,0.598347,0.210551
2005.5578,0.596542,0.209331
2005.5606,0.598566,0.209097
2005.5633,0.599576,0.21048
2005.5661,0.597463,0.208456
2005.5688,0.597731,0.209277
2005.5715,0.59796,0.211139
2005.5743,0.598066,0.209941
2005.577,0.596004,0.213636
2005.5797,0.597613,0.207218
2005.5825,0.594821,0.207857
2005.5852,0.59857,0.211132
2005.588,0.596989,0.209698
2005.5907,0.599169,0.207727
2005.5934,0.596351,0.207775
2005.5962,0.597118,0.209787
2005.5989,0.598974,0.209886
2005.6016,0.597351,0.207795
2005.6044,0.594424,0.210006
2005.6071,0.597497,0.208691
2005.6099,0.596762,0.209744
2005.6126,0.595803,0.209467
2005.6153,0.595022,0.207826
2005.6181,0.596829,0.209571
2005.6208,0.599242,0.210745
2005.6235,0.597893,0.212325
2005.6263,0.598709,0.208872
2005.629,0.59753,0.208997
2005.6318,0.598824,0.20882
2005.6345,0.595844,0.212529
2005.6372,0.597503,0.210509
2005.64,0.594237,0.211651
2005.6427,0.5944,0.2102
2005.6454,0.595584,0.210374
2005.6482,0.595842,0.210606
2005.6509,0.598114,0.209141
2005.6537,0.596897,0.210541
2005.6564,0.596123,0.211251
2005.6591,0.596225,0.210112
2005.6619,0.596141,0.20995
2005.6646,0.596739,0.21
2005.6674,0.59523,0.210488
2005.6701,0.596975,0.212455
2005.6728,0.595851,0.210495
2005.6756,0.595334,0.211166
2005.6783,0.596121,0.209532
2005.681,0.595865,0.209374
2005.6838,0.595093,0.211888
2005.6865,0.596408,0.21259
2005.6893,0.59547,0.210909
2005.692,0.596964,0.210148
2005.6947,0.596669,0.212493
2005.6975,0.596475,0.211436
2005.7002,0.595387,0.211345
2005.7029,0.594601,0.212023
2005.7057,0.596558,0.211164
2005.7084,0.596476,0.210908
2005.7112,0.595694,0.209827
2005.7139,0.594691,0.210831
2005.7166,0.59564,0.211927
2005.7194,0.594695,0.213287
2005.7221,0.594087,0.211973
2005.7248,0.59531,0.213235
2005.7276,0.595367,0.213106
2005.7303,0.596896,0.213083
2005.7331,0.59422,0.213051
2005.7358,0.596017,0.212614
2005.7385,0.597885,0.211251
2005.7413,0.594055,0.212701
2005.744,0.593047,0.210946
2005.7467,0.594435,0.209412
2005.7495,0.594895,0.210436
2005.7522,0.59721,0.211024
2005.755,0.592994,0.209921
2005.7577,0.594454,0.213691
2005.7604,0.594145,0.212116
2005.7632,0.593388,0.211682
2005.7659,0.594934,0.209779
2005.7687,0.593988,0.210733
2005.7714,0.594556,0.209486
2005.7741,0.594515,0.20811
2005.7769,0.593709,0.212296
2005.7796,0.593343,0.210919
2005.7823,0.593483,0.210279
2005.7851,0.594077,0.212096
2005.7878,0.59536,0.211877
2005.7906,0.595565,0.211862
2005.7933,0.595496,0.211019
2005.796,0.595149,0.21016
2005.7988,0.594859,0.212361
2005.8015,0.59441,0.211686
2005.8042,0.595539,0.213047
2005.807,0.596226,0.212646
2005.8097,0.596283,0.211169
2005.8125,0.597113,0.21276
2005.8152,0.598897,0.211726
2005.8179,0.596837,0.211241
2005.8207,0.595386,0.213602
2005.8234,0.595501,0.215205
2005.8261,0.595673,0.211713
2005.8289,0.596444,0.211823
2005.8316,0.595859,0.21365
2005.8344,0.596977,0.213049
2005.8371,0.596141,0.213492
2005.8398,0.599098,0.213554
2005.8426,0.595127,0.211751
2005.8453,0.59469,0.213987
2005.848,0.594261,0.213309
2005.8508,0.595724,0.213141
2005.8535,0.594896,0.214541
2005.8563,0.594227,0.213743
2005.859,0.595861,0.212725
2005.8617,0.594409,0.213825
2005.8645,0.593695,0.212368
2005.8672,0.595319,0.213689
2005.87,0.594066,0.213036
2005.8727,0.595673,0.212883
2005.8754,0.595264,0.213078
2005.8782,0.592989,0.211608
2005.8809,0.595838,0.211838
2005.8836,0.594096,0.212856
2005.8864,0.59174,0.210441
2005.8891,0.593407,0.212487
2005.8919,0.593184,0.211641
2005.8946,0.594933,0.212447
2005.8973,0.592258,0.210367
2005.9001,0.592269,0.209822
2005.9028,0.590254,0.208699
2005.9055,0.592559,0.2095
2005.9083,0.591063,0.208968
2005.911,0.592253,0.211559
2005.9138,0.593091,0.211991
2005.9165,0.592605,0.211716
2005.9192,0.595953,0.214332
2005.922,0.592638,0.212186
2005.9247,0.594414,0.210343
2005.9274,0.59361,0.212434
2005.9302,0.595601,0.210984
2005.9329,0.593481,0.212779
2005.9357,0.593688,0.21155
2005.9384,0.592816,0.211585
2005.9411,0.592523,0.212357
2005.9439,0.593156,0.213738
2005.9466,0.591733,0.213422
2005.9493,0.592686,0.212631
2005.9521,0.591206,0.212236
2005.9548,0.593284,0.212916
2005.9576,0.591209,0.211182
2005.9603,0.591851,0.211651
2005.963,0.591931,0.211111
2005.9658,0.591584,0.207543
2005.9685,0.593869,0.211392
2005.9713,0.591444,0.209828
2005.974,0.593285,0.212487
2005.9767,0.59089,0.211793
2005.9795,0.591565,0.210856
2005.9822,0.591755,0.212155
2005.9849,0.592328,0.211967
2005.9877,0.589946,0.210484
2005.9904,0.591549,0.211722
2005.9932,0.590788,0.210728
2005.9959,0.58907,0.211227
2005.9986,0.590168,0.211039
2006.0014,0.591153,0.211839
2006.0041,0.589368,0.210346
2006.0068,0.587498,0.21031
2006.0096,0.589563,0.210976
2006.0123,0.590521,0.210586
2006.0151,0.588403,0.210883
2006.0178,0.588572,0.210202
2006.0205,0.58817,0.210883
2006.0233,0.587001,0.211368
2006.026,0.589275,0.209877
2006.0287,0.590791,0.210814
2006.0315,0.589062,0.211315
2006.0342,0.590638,0.211594
2006.037,0.589619,0.211629
2006.0397,0.591703,0.210894
2006.0424,0.589628,0.208631
2006.0452,0.589397,0.210082
2006.0479,0.590713,0.211197
2006.0507,0.590684,0.21193
2006.0534,0.589712,0.212141
2006.0561,0.589727,0.211037
2006.0589,0.588964,0.210738
2006.0616,0.58836,0.209144
2006.0643,0.589225,0.209983
2006.0671,0.58837,0.208934
2006.0698,0.591034,0.209152
2006.0726,0.590369,0.209201
2006.0753,0.590004,0.210066
2006.078,0.589682,0.208093
2006.0808,0.588886,0.210165
2006.0835,0.589099,0.208707
2006.0862,0.589115,0.207869
2006.089,0.586888,0.211035
2006.0917,0.584921,0.211152
2006.0945,0.587173,0.210142
2006.0972,0.587601,0.207361
2006.0999,0.589001,0.209118
2006.1027,0.588317,0.211366
2006.1054,0.590166,0.210948
2006.1081,0.588377,0.21005
2006.1109,0.587738,0.21102
2006.1136,0.588956,0.20813
2006.1164,0.589122,0.210449
2006.1191,0.589445,0.20889
2006.1218,0.588239,0.210473
2006.1246,0.590251,0.211542
2006.1273,0.589634,0.211099
2006.13,0.589282,0.211094
2006.1328,0.593105,0.21171
2006.1355,0.590163,0.209085
2006.1383,0.588402,0.209869
2006.141,0.588237,0.20804
2006.1437,0.588879,0.208544
2006.1465,0.589295,0.209755
2006.1492,0.589688,0.210743
2006.152,0.590805,0.210096
2006.1547,0.589882,0.21092
2006.1574,0.586876,0.207656
2006.1602,0.586428,0.205526
2006.1629,0.587255,0.208392
2006.1656,0.588617,0.20896
2006.1684,0.586064,0.209102
2006.1711,0.592284,0.210992
2006.1739,0.58925,0.209604
2006.1766,0.589136,0.20965
2006.1793,0.591115,0.20775
2006.1821,0.588551,0.208346
2006.1848,0.586826,0.206946
2006.1875,0.587036,0.207331
2006.1903,0.588943,0.210494
2006.193,0.58657,0.209761
2006.1958,0.588262,0.210192
2006.1985,0.586666,0.209933
2006.2012,0.588783,0.209239
2006.204,0.5884,0.210867
2006.2067,0.590641,0.210216
2006.2094,0.590246,0.211212
2006.2122,0.587628,0.208584
2006.2149,0.588034,0.210052
2006.2177,0.588565,0.208349
2006.2204,0.589969,0.20923
2006.2231,0.589518,0.211079
2006.2259,0.588585,0.209856
2006.2286,0.589051,0.210318
2006.2313,0.590254,0.210419
2006.2341,0.588065,0.209541
2006.2368,0.589752,0.208572
2006.2396,0.588866,0.20874
2006.2423,0.586916,0.208237
2006.245,0.589547,0.207833
2006.2478,0.589304,0.209549
2006.2505,0.587599,0.208252
2006.2533,0.588593,0.208511
2006.256,0.589431,0.208763
2006.2587,0.591366,0.206744
2006.2615,0.586917,0.207028
2006.2642,0.587995,0.207353
2006.2669,0.590184,0.206631
2006.2697,0.587177,0.205562
2006.2724,0.587065,0.208211
2006.2752,0.586944,0.209364
2006.2779,0.587701,0.206214
2006.2806,0.586292,0.207879
2006.2834,0.584057,0.207229
2006.2861,0.58514,0.20691
2006.2888,0.587873,0.209935
2006.2916,0.589742,0.207452
2006.2943,0.584756,0.209305
2006.2971,0.584517,0.207833
2006.2998,0.585438,0.207974
2006.3025,0.587652,0.208183
2006.3053,0.586938,0.208997
2006.308,0.586046,0.208259
2006.3107,0.584939,0.207663
2006.3135,0.584,0.207238
2006.3162,0.58524,0.208509
2006.319,0.584877,0.209963
2006.3217,0.58626,0.207463
2006.3244,0.586394,0.207146
2006.3272,0.585037,0.208488
2006.3299,0.586765,0.207613
